bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,total_revenue,routing_canonical,is_cancelled,flight_dow,days_after_booking_to_cancel,days_before_flight_to_cancel,lead_time_days,ancillary_total
701286,2025-02-06,,2025-03-10,FCO,PMO,FCO → PMO,DE1001,229.5,14.17,7.48,3,701286,251.14999999999998,FCO-PMO,False,Monday,,,32,21.65
701287,2025-02-09,,2025-03-16,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,2.48,2,701287,155.48,FCO-PMO,False,Sunday,,,35,2.48
701288,2025-02-06,,2025-03-21,FRA,FCO,FRA-FCO,DE1000,68.0,11.69,0.0,1,701288,79.69,FRA-FCO,False,Friday,,,43,11.69
701289,2025-02-11,,2025-03-17,FCO,FRA,FCO → FRA,DE1003,204.0,8.35,2.36,3,701289,214.71,FCO-FRA,False,Monday,,,34,10.709999999999999
701290,2025-02-23,,2025-03-15,FCO,PMO,FCO-PMO,DE1001,76.5,7.12,0.0,1,701290,83.62,FCO-PMO,False,Saturday,,,20,7.12
701291,2025-04-05,,2025-04-10,FCO,FRA,FCO-FRA,DE1003,96.0,15.34,3.53,1,701291,114.87,FCO-FRA,False,Thursday,,,5,18.87
701292,2025-02-09,,2025-03-28,FRA,FCO,FRA-FCO,DE1000,204.0,0.0,0.0,3,701292,204.0,FRA-FCO,False,Friday,,,47,0.0
701293,2025-02-11,,2025-03-05,FCO,PMO,FCO-PMO,DE1001,76.5,14.29,2.58,1,701293,93.36999999999999,FCO-PMO,False,Wednesday,,,22,16.869999999999997
701294,2025-01-25,,2025-03-15,PMO,FCO,PMO-FCO,DE1002,153.0,16.38,6.36,2,701294,175.74,PMO-FCO,False,Saturday,,,49,22.74
701295,2025-03-01,2025-03-02,2025-03-02,FCO,FRA,FCO-FRA,DE1003,120.0,13.71,7.76,1,701295,141.47,FCO-FRA,True,Sunday,1.0,0.0,1,21.47
701296,2025-03-25,,2025-04-17,FCO,FRA,FCO → FRA,DE1003,170.0,0.0,9.91,2,701296,179.91,FCO-FRA,False,Thursday,,,23,9.91
701297,2025-02-13,2025-02-14,2025-03-08,FCO,PMO,FCO-PMO,DE1001,229.5,12.37,0.0,3,701297,241.87,FCO-PMO,True,Saturday,1.0,22.0,23,12.37
701298,2025-03-02,,2025-04-04,PMO,FCO,PMO → FCO,DE1002,153.0,15.4,9.86,2,701298,178.26,PMO-FCO,False,Friday,,,33,25.259999999999998
701299,2025-02-04,,2025-04-02,FCO,FRA,FCO → FRA,DE1003,68.0,7.5,3.56,1,701299,79.06,FCO-FRA,False,Wednesday,,,57,11.06
701300,2025-03-01,,2025-04-16,FRA,FCO,FRA → FCO,DE1000,255.0,10.63,8.45,3,701300,274.08,FRA-FCO,False,Wednesday,,,46,19.08
701301,2025-03-19,,2025-03-31,FCO,FRA,FCO → FRA,DE1003,80.0,12.59,0.0,1,701301,92.59,FCO-FRA,False,Monday,,,12,12.59
701302,2025-03-31,,2025-04-10,FCO,PMO,FCO-PMO,DE1001,90.0,15.89,8.69,1,701302,114.58,FCO-PMO,False,Thursday,,,10,24.58
701303,2025-03-15,,2025-04-19,FRA,FCO,FRA-FCO,DE1000,85.0,8.29,0.0,1,701303,93.28999999999999,FRA-FCO,False,Saturday,,,35,8.29
701304,2025-03-05,,2025-03-27,FCO,FRA,FCO → FRA,DE1003,68.0,19.84,7.26,1,701304,95.10000000000001,FCO-FRA,False,Thursday,,,22,27.1
701305,2025-03-18,,2025-03-27,FCO,FRA,FCO → FRA,DE1003,80.0,0.0,2.77,1,701305,82.77,FCO-FRA,False,Thursday,,,9,2.77
701306,2025-01-13,,2025-03-12,FCO,PMO,FCO-PMO,DE1001,76.5,9.32,2.41,1,701306,88.22999999999999,FCO-PMO,False,Wednesday,,,58,11.73
701307,2025-03-02,,2025-03-13,FCO,PMO,FCO-PMO,DE1001,90.0,0.0,0.0,1,701307,90.0,FCO-PMO,False,Thursday,,,11,0.0
701308,2025-02-06,,2025-03-05,FCO,FRA,FCO-FRA,DE1003,68.0,15.01,9.21,1,701308,92.22,FCO-FRA,False,Wednesday,,,27,24.22
701309,2025-02-24,,2025-03-21,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,7.28,2,701309,160.28,PMO-FCO,False,Friday,,,25,7.28
701310,2025-03-18,,2025-04-02,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,5.49,1,701310,73.49,FRA-FCO,False,Wednesday,,,15,5.49
701311,2025-02-11,,2025-03-24,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,3.72,2,701311,139.72,FCO-FRA,False,Monday,,,41,3.72
701312,2025-02-19,,2025-04-07,FCO,FRA,FCO → FRA,DE1003,136.0,0.0,2.66,2,701312,138.66,FCO-FRA,False,Monday,,,47,2.66
701313,2025-04-24,,2025-04-27,FCO,FRA,FCO-FRA,DE1003,150.0,11.61,6.83,1,701313,168.44000000000003,FCO-FRA,False,Sunday,,,3,18.439999999999998
701314,2025-02-19,,2025-03-24,PMO,FCO,PMO-FCO,DE1002,76.5,16.58,5.94,1,701314,99.02,PMO-FCO,False,Monday,,,33,22.52
701315,2025-02-20,,2025-03-05,FRA,FCO,FRA-FCO,DE1000,80.0,0.0,4.77,1,701315,84.77,FRA-FCO,False,Wednesday,,,13,4.77
701316,2025-03-01,,2025-03-28,FCO,PMO,FCO → PMO,DE1001,76.5,16.03,3.52,1,701316,96.05,FCO-PMO,False,Friday,,,27,19.55
701317,2025-03-10,,2025-04-26,FCO,PMO,FCO-PMO,DE1001,191.25,5.12,0.0,2,701317,196.37,FCO-PMO,False,Saturday,,,47,5.12
701318,2025-03-04,,2025-03-28,FCO,PMO,FCO-PMO,DE1001,76.5,6.62,3.43,1,701318,86.55000000000001,FCO-PMO,False,Friday,,,24,10.05
701319,2025-03-28,,2025-04-17,FCO,PMO,FCO → PMO,DE1001,191.25,9.93,9.53,2,701319,210.71,FCO-PMO,False,Thursday,,,20,19.46
701320,2025-03-11,,2025-03-21,FCO,PMO,FCO-PMO,DE1001,90.0,0.0,5.38,1,701320,95.38,FCO-PMO,False,Friday,,,10,5.38
701321,2025-02-06,2025-02-09,2025-03-05,PMO,FCO,PMO-FCO,DE1002,76.5,17.52,4.07,1,701321,98.09,PMO-FCO,True,Wednesday,3.0,24.0,27,21.59
701322,2025-03-05,,2025-04-17,FRA,FCO,FRA-FCO,DE1000,85.0,0.0,7.67,1,701322,92.67,FRA-FCO,False,Thursday,,,43,7.67
701323,2025-03-05,,2025-03-29,FCO,PMO,FCO-PMO,DE1001,76.5,6.06,3.91,1,701323,86.47,FCO-PMO,False,Saturday,,,24,9.969999999999999
701324,2025-04-04,,2025-04-10,FCO,FRA,FCO-FRA,DE1003,192.0,15.9,8.06,2,701324,215.96,FCO-FRA,False,Thursday,,,6,23.96
701325,2025-03-03,,2025-03-27,FCO,FRA,FCO-FRA,DE1003,136.0,18.54,8.62,2,701325,163.16,FCO-FRA,False,Thursday,,,24,27.159999999999997
701326,2025-01-30,,2025-03-03,FCO,FRA,FCO-FRA,DE1003,68.0,8.91,3.39,1,701326,80.3,FCO-FRA,False,Monday,,,32,12.3
701327,2025-02-24,,2025-04-12,PMO,FCO,PMO-FCO,DE1002,76.5,11.33,0.0,1,701327,87.83,PMO-FCO,False,Saturday,,,47,11.33
701328,2025-03-18,,2025-04-24,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,8.39,2,701328,178.39,FCO-FRA,False,Thursday,,,37,8.39
701329,2025-01-16,,2025-03-08,FRA,FCO,FRA-FCO,DE1000,68.0,5.17,0.0,1,701329,73.17,FRA-FCO,False,Saturday,,,51,5.17
701330,2025-04-09,,2025-04-16,FRA,FCO,FRA-FCO,DE1000,120.0,11.53,6.16,1,701330,137.69,FRA-FCO,False,Wednesday,,,7,17.689999999999998
701331,2025-03-05,,2025-04-25,FCO,PMO,FCO → PMO,DE1001,95.62,0.0,0.0,1,701331,95.62,FCO-PMO,False,Friday,,,51,0.0
701332,2025-02-10,,2025-03-16,PMO,FCO,PMO-FCO,DE1002,76.5,19.53,2.68,1,701332,98.71000000000001,PMO-FCO,False,Sunday,,,34,22.21
701333,2025-01-17,,2025-03-09,PMO,FCO,PMO → FCO,DE1002,153.0,0.0,9.25,2,701333,162.25,PMO-FCO,False,Sunday,,,51,9.25
701334,2025-02-25,,2025-03-06,FCO,PMO,FCO-PMO,DE1001,180.0,16.47,4.81,2,701334,201.28,FCO-PMO,False,Thursday,,,9,21.279999999999998
701335,2025-02-04,,2025-03-20,PMO,FCO,PMO-FCO,DE1002,76.5,14.07,0.0,1,701335,90.57,PMO-FCO,False,Thursday,,,44,14.07
701336,2025-02-17,,2025-03-30,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,5.28,1,701336,81.78,FCO-PMO,False,Sunday,,,41,5.28
701337,2025-03-18,,2025-04-02,FRA,FCO,FRA-FCO,DE1000,136.0,10.75,0.0,2,701337,146.75,FRA-FCO,False,Wednesday,,,15,10.75
701338,2025-03-12,,2025-04-30,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,0.0,1,701338,68.0,FCO-FRA,False,Wednesday,,,49,0.0
701339,2025-03-12,,2025-03-26,FCO,PMO,FCO-PMO,DE1001,180.0,0.0,2.2,2,701339,182.2,FCO-PMO,False,Wednesday,,,14,2.2
701340,2025-02-04,,2025-03-05,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,4.17,1,701340,80.67,PMO-FCO,False,Wednesday,,,29,4.17
701341,2025-02-22,,2025-03-12,PMO,FCO,PMO-FCO,DE1002,229.5,6.92,0.0,3,701341,236.42,PMO-FCO,False,Wednesday,,,18,6.92
701342,2025-02-13,,2025-04-06,FRA,FCO,FRA-FCO,DE1000,136.0,8.41,3.76,2,701342,148.17,FRA-FCO,False,Sunday,,,52,12.17
701343,2025-03-16,,2025-03-29,PMO,FCO,PMO → FCO,DE1002,90.0,0.0,0.0,1,701343,90.0,PMO-FCO,False,Saturday,,,13,0.0
701344,2025-03-05,,2025-04-12,FRA,FCO,FRA-FCO,DE1000,136.0,18.21,9.43,2,701344,163.64000000000001,FRA-FCO,False,Saturday,,,38,27.64
701345,2025-02-16,,2025-03-24,PMO,FCO,PMO-FCO,DE1002,229.5,9.61,3.4,3,701345,242.51000000000002,PMO-FCO,False,Monday,,,36,13.01
701346,2025-02-28,,2025-04-05,FRA,FCO,FRA-FCO,DE1000,136.0,19.87,0.0,2,701346,155.87,FRA-FCO,False,Saturday,,,36,19.87
701347,2025-03-11,,2025-03-26,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,2.47,1,701347,70.47,FRA-FCO,False,Wednesday,,,15,2.47
701348,2025-01-20,,2025-03-15,FCO,PMO,FCO → PMO,DE1001,153.0,0.0,6.46,2,701348,159.46,FCO-PMO,False,Saturday,,,54,6.46
701349,2025-02-21,,2025-04-11,FCO,FRA,FCO-FRA,DE1003,136.0,12.99,8.46,2,701349,157.45000000000002,FCO-FRA,False,Friday,,,49,21.450000000000003
701350,2025-03-08,,2025-04-11,FCO,FRA,FCO → FRA,DE1003,136.0,15.14,6.09,2,701350,157.23,FCO-FRA,False,Friday,,,34,21.23
701351,2025-01-02,,2025-03-01,PMO,FCO,PMO-FCO,DE1002,76.5,15.58,2.77,1,701351,94.85,PMO-FCO,False,Saturday,,,58,18.35
701352,2025-04-01,,2025-04-02,PMO,FCO,PMO-FCO,DE1002,135.0,0.0,8.95,1,701352,143.95,PMO-FCO,False,Wednesday,,,1,8.95
701353,2025-03-08,,2025-04-24,FRA,FCO,FRA-FCO,DE1000,85.0,14.01,9.12,1,701353,108.13000000000001,FRA-FCO,False,Thursday,,,47,23.13
701354,2025-01-05,,2025-03-05,PMO,FCO,PMO → FCO,DE1002,153.0,10.17,6.17,2,701354,169.33999999999997,PMO-FCO,False,Wednesday,,,59,16.34
701355,2025-04-01,,2025-04-24,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,6.05,2,701355,176.05,FCO-FRA,False,Thursday,,,23,6.05
701356,2025-02-04,,2025-03-27,FCO,PMO,FCO → PMO,DE1001,76.5,10.68,2.99,1,701356,90.17,FCO-PMO,False,Thursday,,,51,13.67
701357,2025-02-19,,2025-04-05,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,5.83,1,701357,82.33,FCO-PMO,False,Saturday,,,45,5.83
701358,2025-03-06,,2025-04-27,FRA,FCO,FRA-FCO,DE1000,170.0,11.9,0.0,2,701358,181.9,FRA-FCO,False,Sunday,,,52,11.9
701359,2025-02-11,,2025-04-09,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,0.0,1,701359,76.5,PMO-FCO,False,Wednesday,,,57,0.0
701360,2025-02-09,,2025-03-03,PMO,FCO,PMO-FCO,DE1002,76.5,13.28,3.29,1,701360,93.07000000000001,PMO-FCO,False,Monday,,,22,16.57
701361,2025-04-11,,2025-04-12,FRA,FCO,FRA → FCO,DE1000,240.0,13.03,9.37,2,701361,262.4,FRA-FCO,False,Saturday,,,1,22.4
701362,2025-02-22,,2025-03-19,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,9.52,1,701362,86.02,FCO-PMO,False,Wednesday,,,25,9.52
701363,2025-01-25,,2025-03-23,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,0.0,1,701363,68.0,FRA-FCO,False,Sunday,,,57,0.0
701364,2025-02-23,2025-02-24,2025-03-05,FCO,PMO,FCO → PMO,DE1001,90.0,18.76,5.81,1,701364,114.57000000000001,FCO-PMO,True,Wednesday,1.0,9.0,10,24.57
701365,2025-02-20,,2025-04-17,FRA,FCO,FRA-FCO,DE1000,85.0,0.0,7.26,1,701365,92.26,FRA-FCO,False,Thursday,,,56,7.26
701366,2025-03-03,,2025-03-29,FCO,PMO,FCO → PMO,DE1001,153.0,8.83,0.0,2,701366,161.83,FCO-PMO,False,Saturday,,,26,8.83
701367,2025-01-31,,2025-03-13,FRA,FCO,FRA-FCO,DE1000,68.0,17.21,0.0,1,701367,85.21000000000001,FRA-FCO,False,Thursday,,,41,17.21
701368,2025-02-11,,2025-03-28,FCO,FRA,FCO-FRA,DE1003,136.0,12.49,6.44,2,701368,154.93,FCO-FRA,False,Friday,,,45,18.93
701369,2025-04-02,,2025-04-14,PMO,FCO,PMO-FCO,DE1002,225.0,11.46,4.34,2,701369,240.8,PMO-FCO,False,Monday,,,12,15.8
701370,2025-02-11,,2025-03-24,FRA,FCO,FRA → FCO,DE1000,68.0,14.26,0.0,1,701370,82.26,FRA-FCO,False,Monday,,,41,14.26
701371,2025-04-01,,2025-04-26,FRA,FCO,FRA-FCO,DE1000,85.0,13.18,0.0,1,701371,98.18,FRA-FCO,False,Saturday,,,25,13.18
701372,2025-03-22,,2025-03-27,FCO,PMO,FCO-PMO,DE1001,216.0,19.76,4.25,2,701372,240.01,FCO-PMO,False,Thursday,,,5,24.01
701373,2025-01-23,,2025-03-20,FRA,FCO,FRA-FCO,DE1000,68.0,18.33,9.93,1,701373,96.25999999999999,FRA-FCO,False,Thursday,,,56,28.259999999999998
701374,2025-03-28,2025-03-29,2025-04-27,FCO,FRA,FCO → FRA,DE1003,170.0,11.79,8.39,2,701374,190.18,FCO-FRA,True,Sunday,1.0,29.0,30,20.18
701375,2025-03-05,2025-03-09,2025-04-18,FCO,PMO,FCO-PMO,DE1001,191.25,13.98,8.68,2,701375,213.91,FCO-PMO,True,Friday,4.0,40.0,44,22.66
701376,2025-02-28,,2025-03-05,FCO,PMO,FCO-PMO,DE1001,108.0,15.93,5.11,1,701376,129.04000000000002,FCO-PMO,False,Wednesday,,,5,21.04
701377,2025-01-31,,2025-03-27,FRA,FCO,FRA-FCO,DE1000,68.0,14.83,0.0,1,701377,82.83,FRA-FCO,False,Thursday,,,55,14.83
701378,2025-03-12,,2025-04-26,FRA,FCO,FRA → FCO,DE1000,85.0,10.24,8.84,1,701378,104.08,FRA-FCO,False,Saturday,,,45,19.08
701379,2025-02-04,,2025-03-09,FCO,FRA,FCO-FRA,DE1003,68.0,14.19,7.48,1,701379,89.67,FCO-FRA,False,Sunday,,,33,21.67
701380,2025-02-12,,2025-03-19,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,5.82,1,701380,73.82,FCO-FRA,False,Wednesday,,,35,5.82
701381,2025-03-29,,2025-04-17,FCO,PMO,FCO → PMO,DE1001,191.25,19.05,8.13,2,701381,218.43,FCO-PMO,False,Thursday,,,19,27.18
701382,2025-03-22,,2025-04-27,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,0.0,2,701382,170.0,FCO-FRA,False,Sunday,,,36,0.0
701383,2025-03-01,,2025-04-25,FCO,PMO,FCO-PMO,DE1001,286.88,16.02,9.45,3,701383,312.34999999999997,FCO-PMO,False,Friday,,,55,25.47
701384,2025-01-25,,2025-03-23,FRA,FCO,FRA-FCO,DE1000,68.0,10.17,6.58,1,701384,84.75,FRA-FCO,False,Sunday,,,57,16.75
701385,2025-03-11,,2025-04-10,PMO,FCO,PMO-FCO,DE1002,76.5,14.73,0.0,1,701385,91.23,PMO-FCO,False,Thursday,,,30,14.73
701386,2025-02-04,,2025-03-20,FCO,PMO,FCO-PMO,DE1001,153.0,19.32,6.75,2,701386,179.07,FCO-PMO,False,Thursday,,,44,26.07
701387,2025-03-31,,2025-04-25,FCO,PMO,FCO-PMO,DE1001,286.88,0.0,2.37,3,701387,289.25,FCO-PMO,False,Friday,,,25,2.37
701388,2025-04-04,,2025-04-28,PMO,FCO,PMO-FCO,DE1002,76.5,10.19,2.04,1,701388,88.73,PMO-FCO,False,Monday,,,24,12.23
701389,2025-02-13,,2025-04-03,FRA,FCO,FRA-FCO,DE1000,68.0,11.09,0.0,1,701389,79.09,FRA-FCO,False,Thursday,,,49,11.09
701390,2025-03-24,,2025-04-23,FRA,FCO,FRA → FCO,DE1000,85.0,0.0,0.0,1,701390,85.0,FRA-FCO,False,Wednesday,,,30,0.0
701391,2025-03-10,,2025-03-30,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,8.77,2,701391,144.77,FRA-FCO,False,Sunday,,,20,8.77
701392,2025-02-10,,2025-04-06,FCO,PMO,FCO-PMO,DE1001,153.0,10.82,0.0,2,701392,163.82,FCO-PMO,False,Sunday,,,55,10.82
701393,2025-02-21,,2025-04-07,FCO,FRA,FCO-FRA,DE1003,68.0,14.61,2.54,1,701393,85.15,FCO-FRA,False,Monday,,,45,17.15
701394,2025-03-08,,2025-04-10,FCO,PMO,FCO-PMO,DE1001,229.5,0.0,0.0,3,701394,229.5,FCO-PMO,False,Thursday,,,33,0.0
701395,2025-02-13,,2025-03-14,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,3.3,1,701395,79.8,FCO-PMO,False,Friday,,,29,3.3
701396,2025-04-21,,2025-04-24,PMO,FCO,PMO-FCO,DE1002,337.5,12.98,7.55,2,701396,358.03000000000003,PMO-FCO,False,Thursday,,,3,20.53
701397,2025-01-25,,2025-03-12,FCO,FRA,FCO-FRA,DE1003,68.0,13.99,8.05,1,701397,90.03999999999999,FCO-FRA,False,Wednesday,,,46,22.04
701398,2025-01-23,,2025-03-14,FCO,FRA,FCO-FRA,DE1003,68.0,19.52,8.27,1,701398,95.78999999999999,FCO-FRA,False,Friday,,,50,27.79
701399,2025-03-02,,2025-03-29,FCO,PMO,FCO-PMO,DE1001,76.5,6.23,2.44,1,701399,85.17,FCO-PMO,False,Saturday,,,27,8.67
701400,2025-02-28,,2025-03-16,FCO,FRA,FCO-FRA,DE1003,68.0,6.88,7.25,1,701400,82.13,FCO-FRA,False,Sunday,,,16,14.129999999999999
701401,2025-04-03,,2025-04-26,PMO,FCO,PMO-FCO,DE1002,95.62,0.0,6.79,1,701401,102.41000000000001,PMO-FCO,False,Saturday,,,23,6.79
701402,2025-02-27,,2025-03-02,FRA,FCO,FRA → FCO,DE1000,120.0,17.02,5.37,1,701402,142.39000000000001,FRA-FCO,False,Sunday,,,3,22.39
701403,2025-03-12,,2025-03-27,PMO,FCO,PMO → FCO,DE1002,153.0,6.25,9.72,2,701403,168.97,PMO-FCO,False,Thursday,,,15,15.97
701404,2025-01-10,,2025-03-10,FRA,FCO,FRA-FCO,DE1000,68.0,14.88,6.49,1,701404,89.36999999999999,FRA-FCO,False,Monday,,,59,21.37
701405,2025-03-31,,2025-04-28,FCO,PMO,FCO-PMO,DE1001,229.5,5.33,9.4,3,701405,244.23000000000002,FCO-PMO,False,Monday,,,28,14.73
701406,2025-01-31,,2025-03-03,FCO,PMO,FCO → PMO,DE1001,76.5,19.53,9.69,1,701406,105.72,FCO-PMO,False,Monday,,,31,29.22
701407,2025-02-26,2025-03-02,2025-03-07,FCO,FRA,FCO-FRA,DE1003,160.0,6.6,0.0,2,701407,166.6,FCO-FRA,True,Friday,4.0,5.0,9,6.6
701408,2025-02-09,,2025-03-13,PMO,FCO,PMO → FCO,DE1002,76.5,18.03,6.4,1,701408,100.93,PMO-FCO,False,Thursday,,,32,24.43
701409,2025-01-30,,2025-03-03,FCO,FRA,FCO → FRA,DE1003,136.0,7.51,4.38,2,701409,147.89,FCO-FRA,False,Monday,,,32,11.89
701410,2025-01-23,,2025-03-20,PMO,FCO,PMO-FCO,DE1002,76.5,6.28,5.95,1,701410,88.73,PMO-FCO,False,Thursday,,,56,12.23
701411,2025-03-01,,2025-03-24,FCO,PMO,FCO → PMO,DE1001,76.5,0.0,5.42,1,701411,81.92,FCO-PMO,False,Monday,,,23,5.42
701412,2025-03-02,,2025-03-20,FRA,FCO,FRA-FCO,DE1000,68.0,18.26,0.0,1,701412,86.26,FRA-FCO,False,Thursday,,,18,18.26
701413,2025-03-04,,2025-03-06,FCO,FRA,FCO → FRA,DE1003,120.0,19.18,4.98,1,701413,144.16,FCO-FRA,False,Thursday,,,2,24.16
701414,2025-03-21,,2025-03-28,FCO,FRA,FCO-FRA,DE1003,96.0,6.59,4.51,1,701414,107.10000000000001,FCO-FRA,False,Friday,,,7,11.1
701415,2025-04-17,,2025-04-27,FCO,FRA,FCO → FRA,DE1003,200.0,18.34,0.0,2,701415,218.34,FCO-FRA,False,Sunday,,,10,18.34
701416,2025-04-01,,2025-04-05,FCO,FRA,FCO → FRA,DE1003,192.0,13.91,0.0,2,701416,205.91,FCO-FRA,False,Saturday,,,4,13.91
701417,2025-03-08,,2025-03-23,FCO,FRA,FCO → FRA,DE1003,68.0,16.64,0.0,1,701417,84.64,FCO-FRA,False,Sunday,,,15,16.64
701418,2025-01-17,,2025-03-06,PMO,FCO,PMO → FCO,DE1002,153.0,9.56,2.2,2,701418,164.76,PMO-FCO,False,Thursday,,,48,11.760000000000002
701419,2025-04-07,,2025-04-26,FCO,FRA,FCO-FRA,DE1003,170.0,9.4,3.33,2,701419,182.73000000000002,FCO-FRA,False,Saturday,,,19,12.73
701420,2025-02-21,,2025-04-03,FCO,PMO,FCO-PMO,DE1001,153.0,18.86,7.61,2,701420,179.47000000000003,FCO-PMO,False,Thursday,,,41,26.47
701421,2025-03-17,,2025-04-23,FRA,FCO,FRA-FCO,DE1000,85.0,18.81,9.65,1,701421,113.46000000000001,FRA-FCO,False,Wednesday,,,37,28.46
701422,2025-04-10,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,135.0,7.11,0.0,1,701422,142.11,PMO-FCO,False,Wednesday,,,6,7.11
701423,2025-04-21,2025-04-25,2025-04-28,FRA,FCO,FRA-FCO,DE1000,288.0,0.0,6.74,3,701423,294.74,FRA-FCO,True,Monday,4.0,3.0,7,6.74
701424,2025-02-25,,2025-03-17,FCO,FRA,FCO-FRA,DE1003,68.0,18.47,0.0,1,701424,86.47,FCO-FRA,False,Monday,,,20,18.47
701425,2025-04-07,,2025-04-13,FCO,FRA,FCO-FRA,DE1003,120.0,9.8,5.5,1,701425,135.3,FCO-FRA,False,Sunday,,,6,15.3
701426,2025-02-25,,2025-03-01,FCO,FRA,FCO → FRA,DE1003,192.0,13.86,0.0,2,701426,205.86,FCO-FRA,False,Saturday,,,4,13.86
701427,2025-03-23,2025-03-25,2025-04-26,FRA,FCO,FRA → FCO,DE1000,85.0,15.33,7.03,1,701427,107.36,FRA-FCO,True,Saturday,2.0,32.0,34,22.36
701428,2025-03-11,,2025-04-19,FCO,FRA,FCO → FRA,DE1003,85.0,0.0,5.21,1,701428,90.21,FCO-FRA,False,Saturday,,,39,5.21
701429,2025-01-09,,2025-03-07,FRA,FCO,FRA-FCO,DE1000,136.0,16.62,8.3,2,701429,160.92000000000002,FRA-FCO,False,Friday,,,57,24.92
701430,2025-04-08,,2025-04-28,PMO,FCO,PMO-FCO,DE1002,153.0,15.83,0.0,2,701430,168.83,PMO-FCO,False,Monday,,,20,15.83
701431,2025-03-17,,2025-04-12,PMO,FCO,PMO → FCO,DE1002,153.0,7.37,7.35,2,701431,167.72,PMO-FCO,False,Saturday,,,26,14.719999999999999
701432,2025-03-25,,2025-04-19,FCO,FRA,FCO-FRA,DE1003,170.0,0.0,9.52,2,701432,179.52,FCO-FRA,False,Saturday,,,25,9.52
701433,2025-04-23,,2025-04-27,FCO,PMO,FCO-PMO,DE1001,135.0,0.0,3.45,1,701433,138.45,FCO-PMO,False,Sunday,,,4,3.45
701434,2025-03-11,,2025-04-17,FCO,PMO,FCO-PMO,DE1001,191.25,7.65,6.52,2,701434,205.42000000000002,FCO-PMO,False,Thursday,,,37,14.17
701435,2025-02-26,,2025-04-16,FRA,FCO,FRA-FCO,DE1000,85.0,19.61,6.04,1,701435,110.65,FRA-FCO,False,Wednesday,,,49,25.65
701436,2025-03-03,,2025-04-05,PMO,FCO,PMO-FCO,DE1002,76.5,16.21,0.0,1,701436,92.71000000000001,PMO-FCO,False,Saturday,,,33,16.21
701437,2025-02-21,,2025-03-07,PMO,FCO,PMO-FCO,DE1002,90.0,0.0,4.47,1,701437,94.47,PMO-FCO,False,Friday,,,14,4.47
701438,2025-04-06,,2025-04-20,FCO,PMO,FCO-PMO,DE1001,112.5,10.98,4.67,1,701438,128.15,FCO-PMO,False,Sunday,,,14,15.65
701439,2025-03-06,,2025-03-13,FCO,PMO,FCO → PMO,DE1001,108.0,6.41,2.03,1,701439,116.44,FCO-PMO,False,Thursday,,,7,8.44
701440,2025-02-19,,2025-03-12,FCO,FRA,FCO-FRA,DE1003,136.0,7.45,8.0,2,701440,151.45,FCO-FRA,False,Wednesday,,,21,15.45
701441,2025-04-12,,2025-04-17,FCO,PMO,FCO-PMO,DE1001,135.0,9.59,0.0,1,701441,144.59,FCO-PMO,False,Thursday,,,5,9.59
701442,2025-04-01,,2025-04-25,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,6.85,1,701442,91.85,FCO-FRA,False,Friday,,,24,6.85
701443,2025-03-28,,2025-03-29,FCO,PMO,FCO-PMO,DE1001,135.0,18.17,0.0,1,701443,153.17000000000002,FCO-PMO,False,Saturday,,,1,18.17
701444,2025-04-23,,2025-04-28,PMO,FCO,PMO-FCO,DE1002,216.0,10.82,5.29,2,701444,232.10999999999999,PMO-FCO,False,Monday,,,5,16.11
701445,2025-03-20,,2025-04-17,PMO,FCO,PMO-FCO,DE1002,286.88,17.51,8.03,3,701445,312.41999999999996,PMO-FCO,False,Thursday,,,28,25.54
701446,2025-04-10,,2025-04-25,FCO,FRA,FCO-FRA,DE1003,170.0,14.05,7.69,2,701446,191.74,FCO-FRA,False,Friday,,,15,21.740000000000002
701447,2025-01-18,,2025-03-14,FCO,FRA,FCO-FRA,DE1003,68.0,18.32,3.2,1,701447,89.52,FCO-FRA,False,Friday,,,55,21.52
